gene	local	global	score	fitted	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM2G368886	29	948	11.036162334943064	17.963837665056936	6.604828452795155	0.141	1.0	0.141	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G007055	19	479	9.923335188225451	9.076664811774549	5.937640525446696	0.188	2.0	0.376	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G159047	38	1617	7.359150311817441	30.64084968818256	4.400300968198238	0.4845	4.0	1.938	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G104639	16	459	7.302319105209774	8.697680894790226	4.366228205813602	0.4845	4.0	1.938	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G149751	18	582	6.9715680157561835	11.028431984243817	4.167928645552441	0.502	5.0	2.51	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
AC205274.3_FG001	15	441	6.643404630495665	8.356595369504335	3.9711805256944537	0.5455	6.0	3.273	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G171139	9	144	6.27131579771287	2.7286842022871296	3.748097203305972	0.52225	8.0	4.178	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G339327	14	422	6.003439351630773	7.996560648369227	3.587493706730472	0.52225	8.0	4.178	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G110286	14	441	5.643404630495665	8.356595369504335	3.3716373447823145	0.598	9.0	5.382	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G337706	10	241	5.433243800338901	4.566756199661099	3.2456368521669923	0.4596	15.0	6.894	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G178887	22	876	5.400504436086628	16.599495563913372	3.2260081895821435	0.4596	15.0	6.894	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G100090	21	825	5.366913424396653	15.633086575603347	3.205868927583479	0.4596	15.0	6.894	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G393349	19	723	5.299731401016702	13.700268598983298	3.1655904035861493	0.4596	15.0	6.894	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G427729	27	1146	5.284221556798258	21.715778443201742	3.1562915822479716	0.4596	15.0	6.894	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G456512	15	515	5.2411641376536675	9.758835862346332	3.130476800212157	0.4596	15.0	6.894	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G158520	16	585	4.914720428208536	11.085279571791464	2.9347597002626644	0.509764705882353	17.0	8.666	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
AC198361.3_FG004	30	1338	4.645975953748753	25.354024046251247	2.7736357831924847	0.509764705882353	17.0	8.666	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G368765	24	1028	4.520226667005769	19.47977333299423	2.6982436558211638	0.5256190476190477	21.0	11.038	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G034896	13	458	4.321268301058991	8.678731698941009	2.578959524232351	0.5256190476190477	21.0	11.038	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G141638	7	143	4.2902649935620865	2.7097350064379135	2.5603717026368598	0.5256190476190477	21.0	11.038	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G177050	25	1094	4.2695797409575	20.7304202590425	2.547970000492335	0.5256190476190477	21.0	11.038	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G105335	16	624	4.175701790089105	11.824298209910895	2.4916861152111838	0.56152	25.0	14.038	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
GRMZM2G105844	7	153	4.100773035069924	2.8992269649300755	2.4467630910851974	0.56152	25.0	14.038	0.0197273840082019	1.6679365754416713	ZmPAN	ZmWallace	100 Kernel weight	500000	1	918	237	0.023	1000	locality	strongest
