gene	local	global	score	fitted	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM2G151955	13	265	8.165279118773892	4.834720881226107	6.382342632119688	0.272	1.0	0.272	0.008485678258076234	1.2780249997024686	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.248	250	locality	strongest
GRMZM2G427729	18	553	7.910940953516841	10.08905904648316	6.183333876174958	0.184	2.0	0.368	0.008485678258076234	1.2780249997024686	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.248	250	locality	strongest
GRMZM2G112530	23	849	7.510648950335982	15.489351049664018	5.870122473210189	0.123	4.0	0.492	0.008485678258076234	1.2780249997024686	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.248	250	locality	strongest
GRMZM2G079956	17	524	7.440023615990642	9.559976384009358	5.8148611642672625	0.123	4.0	0.492	0.008485678258076234	1.2780249997024686	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.248	250	locality	strongest
GRMZM2G045596	13	341	6.778717658497726	6.221282341502274	5.297417485429313	0.1664	5.0	0.832	0.008485678258076234	1.2780249997024686	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.248	250	locality	strongest
GRMZM2G050268	21	857	5.364695112412175	15.635304887587825	4.191005211479474	0.5	6.0	3.0	0.008485678258076234	1.2780249997024686	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.248	250	locality	strongest
GRMZM2G366373	13	453	4.735363927564428	8.264636072435572	3.698580427148761	0.5204444444444445	9.0	4.684	0.008485678258076234	1.2780249997024686	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.248	250	locality	strongest
GRMZM2G084885	8	182	4.6795501872333904	3.3204498127666096	3.654908558175907	0.5204444444444445	9.0	4.684	0.008485678258076234	1.2780249997024686	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.248	250	locality	strongest
GRMZM2G055052	5	26	4.525650026747627	0.47434997325237277	3.5344882530006623	0.5204444444444445	9.0	4.684	0.008485678258076234	1.2780249997024686	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.248	250	locality	strongest
GRMZM2G153523	8	193	4.478863660088156	3.521136339911844	3.497879918523353	0.5912	10.0	5.912	0.008485678258076234	1.2780249997024686	ZmRoot	ZmWallace	100 Kernel weight	10000	2	918	695	0.248	250	locality	strongest
