gene	score	num_trans_edges	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM2G351454	0.08118109604316012	439422	1.1551995148973169	40.685	4.0	162.74	-0.0004750049081501864	0.07068571263949028	ZmSAM	ZmIonome	Al27	100000	5	342	256	0.96	100	density	strongest
GRMZM2G433076	0.08031971303566812	439422	1.143013417094424	40.685	4.0	162.74	-0.0004750049081501864	0.07068571263949028	ZmSAM	ZmIonome	Al27	100000	5	342	256	0.96	100	density	strongest
GRMZM2G070881	0.07567616967316616	439422	1.0773206032412928	40.685	4.0	162.74	-0.0004750049081501864	0.07068571263949028	ZmSAM	ZmIonome	Al27	100000	5	342	256	0.96	100	density	strongest
GRMZM5G801292	0.0752086409227823	439422	1.0707064130050234	40.685	4.0	162.74	-0.0004750049081501864	0.07068571263949028	ZmSAM	ZmIonome	Al27	100000	5	342	256	0.96	100	density	strongest
GRMZM2G336533	0.06992136860270308	439422	0.995906681593313	6.5285714285714285	35.0	228.5	-0.0004750049081501864	0.07068571263949028	ZmSAM	ZmIonome	Al27	100000	5	342	256	0.96	100	density	strongest
GRMZM2G124441	0.06874587366927831	439422	0.9792768013879594	6.5285714285714285	35.0	228.5	-0.0004750049081501864	0.07068571263949028	ZmSAM	ZmIonome	Al27	100000	5	342	256	0.96	100	density	strongest
GRMZM2G138178	0.06869238493048674	439422	0.9785200892209	6.5285714285714285	35.0	228.5	-0.0004750049081501864	0.07068571263949028	ZmSAM	ZmIonome	Al27	100000	5	342	256	0.96	100	density	strongest
GRMZM2G103909	0.0660919922428893	439422	0.9417319945622252	6.5285714285714285	35.0	228.5	-0.0004750049081501864	0.07068571263949028	ZmSAM	ZmIonome	Al27	100000	5	342	256	0.96	100	density	strongest
GRMZM2G179429	0.06551465548068264	439422	0.9335643360546118	6.5285714285714285	35.0	228.5	-0.0004750049081501864	0.07068571263949028	ZmSAM	ZmIonome	Al27	100000	5	342	256	0.96	100	density	strongest
GRMZM2G134703	0.06543433449954135	439422	0.9324280246538773	6.5285714285714285	35.0	228.5	-0.0004750049081501864	0.07068571263949028	ZmSAM	ZmIonome	Al27	100000	5	342	256	0.96	100	density	strongest
GRMZM2G136534	0.06347389377785662	439422	0.90469341395987	6.5285714285714285	35.0	228.5	-0.0004750049081501864	0.07068571263949028	ZmSAM	ZmIonome	Al27	100000	5	342	256	0.96	100	density	strongest
GRMZM2G169293	0.06320577481196597	439422	0.900900299964428	6.5285714285714285	35.0	228.5	-0.0004750049081501864	0.07068571263949028	ZmSAM	ZmIonome	Al27	100000	5	342	256	0.96	100	density	strongest
GRMZM2G144042	0.06295875137295988	439422	0.8974056271404309	6.5285714285714285	35.0	228.5	-0.0004750049081501864	0.07068571263949028	ZmSAM	ZmIonome	Al27	100000	5	342	256	0.96	100	density	strongest
