gene	score	num_trans_edges	zscore	fdr	num_real	num_random	bs_mean	bs_std	COB	Ontology	Term	WindowSize	FlankLimit	TermLoci	TermCollapsedLoci	TermPValue	NumBootstraps	Method	SNP2Gene
GRMZM2G166297	0.1526871370417731	30381	1.3376401424093092	26.97	1.0	26.97	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G167957	0.13430950224627647	30381	1.1751925308092888	9.09	4.0	36.36	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G003002	0.13420560764105294	30381	1.1742741628764999	9.09	4.0	36.36	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G010871	0.11587957035826177	30381	1.0122826433033796	9.09	4.0	36.36	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G061681	0.11193862880345404	30381	0.977447010200546	4.871	10.0	48.71	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G357972	0.10722727975164487	30381	0.935801422539398	4.871	10.0	48.71	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G337819	0.09550046146756447	30381	0.8321431638399096	4.871	10.0	48.71	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G338465	0.09426791318010812	30381	0.8212481532628116	4.871	10.0	48.71	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G151050	0.090439489035587	30381	0.7874071086784615	4.871	10.0	48.71	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G361388	0.0903443439906387	30381	0.7865660817737798	4.871	10.0	48.71	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G067122	0.08525015757088336	30381	0.7415364342623765	2.8073913043478256	23.0	64.57	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G340305	0.08246790938698347	30381	0.7169429771944525	2.8073913043478256	23.0	64.57	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G033130	0.07657169281813596	30381	0.6648238492574639	2.8073913043478256	23.0	64.57	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G138659	0.06910163825092723	30381	0.5987929080363311	2.8073913043478256	23.0	64.57	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G136250	0.06887461976100671	30381	0.5967861965151255	2.8073913043478256	23.0	64.57	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G060170	0.06678532182979133	30381	0.5783180169793144	2.8073913043478256	23.0	64.57	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G169259	0.06570529101549515	30381	0.5687711722308361	2.8073913043478256	23.0	64.57	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G058398	0.06557319244858241	30381	0.5676034976671855	2.8073913043478256	23.0	64.57	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G040247	0.06469613639257696	30381	0.5598508318250973	2.8073913043478256	23.0	64.57	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G101408	0.06276332483081738	30381	0.5427659008546719	2.8073913043478256	23.0	64.57	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G025685	0.061563551575475474	30381	0.5321606025145594	2.8073913043478256	23.0	64.57	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G020500	0.061197247117666935	30381	0.5289226839819733	2.8073913043478256	23.0	64.57	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G017237	0.0597461697880209	30381	0.5160960036680464	2.8073913043478256	23.0	64.57	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G022359	0.057409327618950005	30381	0.4954396769276326	1.739387755102041	49.0	85.23	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G057733	0.05657603364481356	30381	0.488073842457338	1.739387755102041	49.0	85.23	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM5G813470	0.05314160713441367	30381	0.4577155079905452	1.739387755102041	49.0	85.23	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G404056	0.05243077679176111	30381	0.4514321808539636	1.739387755102041	49.0	85.23	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G162426	0.05130974725649065	30381	0.4415229312380994	1.739387755102041	49.0	85.23	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G056598	0.05079743552914991	30381	0.4369943932936204	1.739387755102041	49.0	85.23	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G083551	0.047192044641670525	30381	0.4051248330878085	1.739387755102041	49.0	85.23	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
AC207628.4_FG009	0.04653437133802443	30381	0.3993113832843233	1.739387755102041	49.0	85.23	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
AC196202.3_FG007	0.0452456057650923	30381	0.387919444573774	1.739387755102041	49.0	85.23	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM5G827496	0.04295278298554987	30381	0.3676522236553314	1.739387755102041	49.0	85.23	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM5G856734	0.0424117946966998	30381	0.3628702015722279	1.739387755102041	49.0	85.23	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
GRMZM2G101457	0.04241032262750882	30381	0.36285718933605904	1.739387755102041	49.0	85.23	0.001360430647824982	0.11312960907511636	ZmPAN	ZmIonome	Al27	20000	1	342	307	0.97	100	density	strongest
